timestamp,open
12/31/2018,36239.1914
12/28/2018,35911.9883
12/27/2018,36002.1094
12/26/2018,35443.1602
12/24/2018,35859.6602
12/21/2018,36449.2695
12/20/2018,36321.1797
12/19/2018,36441.4609
12/18/2018,36226.3789
12/17/2018,36129.1289
12/14/2018,35960.1914
12/13/2018,36024.8789
12/12/2018,35277.8398
12/11/2018,34584.1289
12/10/2018,35204.6602
12/7/2018,35494.8594
12/6/2018,35694.25
12/5/2018,36035.6484
12/4/2018,36290.4805
12/3/2018,36396.6914
11/30/2018,36304.4297
11/29/2018,35997.2891
11/28/2018,35635.5195
11/27/2018,35394.7695
11/26/2018,35118.0898
11/22/2018,35282.3281
11/21/2018,35492.6211
11/20/2018,35730.7695
11/19/2018,35647.6211
11/16/2018,35398.6992
11/15/2018,35145.75
11/14/2018,35330.1406
11/13/2018,34846.1914
11/12/2018,35287.4883
11/9/2018,35258.1289
11/7/2018,35301.8789
11/6/2018,35076.2383
11/5/2018,35118.6211
11/2/2018,34743.9492
11/1/2018,34650.6289
10/31/2018,33963.0898
10/30/2018,34068.9219
10/29/2018,33549.8789
10/26/2018,33776.8008
10/25/2018,33778.6016
10/24/2018,34203.6992
10/23/2018,33935.8789
10/22/2018,34689.3906
10/19/2018,34563.2891
10/17/2018,35543.3789
10/16/2018,35004.3281
10/15/2018,34971.8281
10/12/2018,34291.9219
10/11/2018,34063.8203
10/10/2018,34493.2109
10/9/2018,34651.8203
10/8/2018,34412.3594
10/5/2018,35097.9883
10/4/2018,35820.5313
10/3/2018,36602.8516
10/1/2018,36274.25
9/28/2018,36452.7383
9/27/2018,36691.9297
9/26/2018,36936.6406
9/25/2018,36350.25
9/24/2018,36924.7188
9/21/2018,37278.8906
9/19/2018,37432.9297
9/18/2018,37660.1914
9/17/2018,38027.8086
9/14/2018,37939.2891
9/12/2018,37546.4219
9/11/2018,38017.4883
9/10/2018,38348.3906
9/7/2018,38314.5508
9/6/2018,38161.8516
9/5/2018,38192.9492
9/4/2018,38460.9609
9/3/2018,38915.9102
8/31/2018,38704.8398
8/30/2018,38796.9805
8/29/2018,38989.6484
8/28/2018,38814.7617
8/27/2018,38472.0313
8/24/2018,38366.7891
8/23/2018,38416.6484
8/21/2018,38360.3203
8/20/2018,38075.0703
8/17/2018,37898.6016
8/16/2018,37796.0117
8/14/2018,37749.5898
8/13/2018,37693.1914
8/10/2018,38050.0703
8/9/2018,37994.5117
8/8/2018,37756.2383
8/7/2018,37849.2109
8/6/2018,37714.6992
8/3/2018,37327.1602
8/2/2018,37529.6914
8/1/2018,37643.8711
7/31/2018,37534.9492
7/30/2018,37491.3906
7/27/2018,37253.8594
7/26/2018,36928.3789
7/25/2018,36928.0586
7/24/2018,36859.3906
7/23/2018,36501.0508
7/20/2018,36377.0313
7/19/2018,36509.0781
7/18/2018,36722.4102
7/17/2018,36390.9883
7/16/2018,36658.7109
7/13/2018,36635.1406
7/12/2018,36424.2305
7/11/2018,36299.2617
7/10/2018,36068.2695
7/9/2018,35835.1016
7/6/2018,35543.6602
7/5/2018,35703.1719
7/4/2018,35385.5195
7/3/2018,35344.2109
7/2/2018,35545.2188
6/29/2018,35128.1602
6/28/2018,35207.1914
6/27/2018,35543.8906
6/26/2018,35355.7188
6/25/2018,35783.75
6/22/2018,35428.4219
6/21/2018,35644.0508
6/20/2018,35329.6094
6/19/2018,35552.4688
6/18/2018,35698.4297
6/15/2018,35656.2617
6/14/2018,35743.1016
6/13/2018,35835.4414
6/12/2018,35525.3008
6/11/2018,35472.5898
6/8/2018,35406.4688
6/7/2018,35278.3789
6/6/2018,34932.4883
6/5/2018,35029.4492
6/4/2018,35503.2383
6/1/2018,35373.9805
5/31/2018,35083.8086
5/30/2018,34876.1289
5/29/2018,35213.1406
5/28/2018,35074.3203
5/25/2018,34753.4688
5/24/2018,34404.1406
5/23/2018,34656.6289
5/22/2018,34601.4883
5/21/2018,34873.1602
5/18/2018,35143.5898
5/17/2018,35483.6211
5/16/2018,35452.3516
5/15/2018,35537.8516
5/14/2018,35555.8281
5/11/2018,35287.9883
5/10/2018,35353.9609
5/9/2018,35198.0781
5/8/2018,35349.8516
5/7/2018,34983.5898
5/4/2018,35144.9609
5/3/2018,35257.3086
5/2/2018,35328.9102
4/30/2018,35021.1992
4/27/2018,34747.0391
4/26/2018,34532.9492
4/25/2018,34593.1719
4/24/2018,34491.3789
4/23/2018,34493.6914
4/20/2018,34434.1406
4/19/2018,34403.6719
4/18/2018,34443.4219
4/17/2018,34381.8008
4/16/2018,33944.7305
4/13/2018,34167.5313
4/12/2018,33987.5508
4/11/2018,33970.3516
4/10/2018,33880.1094
4/9/2018,33653.6094
4/6/2018,33608.5898
4/5/2018,33289.9609
4/4/2018,33437.5195
4/3/2018,33197.4219
4/2/2018,33030.8711
3/28/2018,33098.0898
3/27/2018,33172.9805
3/26/2018,32536.4395
3/23/2018,32650.8906
3/22/2018,33206.9883
3/21/2018,33090.8203
3/20/2018,32876.4805
3/19/2018,33268.9688
3/16/2018,33685.8594
3/15/2018,33843.4688
3/14/2018,33733.5508
3/13/2018,33818.2188
3/12/2018,33468.1602
3/9/2018,33465.0508
3/8/2018,33244.5195
3/7/2018,33279.3906
3/6/2018,34047.4297
3/5/2018,34034.2813
3/1/2018,34141.2188
2/28/2018,34155.6289
2/27/2018,34558.5586
2/26/2018,34225.7188
2/23/2018,33832
2/22/2018,33817.0898
2/21/2018,33813.8281
2/20/2018,33913.9414
2/19/2018,34053.9492
2/16/2018,34411.2383
2/15/2018,34207.5703
2/14/2018,34436.9805
2/12/2018,34203.3398
2/9/2018,34002.4492
2/8/2018,34208.1094
2/7/2018,34563.3008
2/6/2018,33753.7813
2/5/2018,34718.8516
2/2/2018,35707.6016
2/1/2018,36048.9883
1/31/2018,35951.6406
1/30/2018,36277.1211
1/29/2018,36106.3594
1/25/2018,36208.3906
1/24/2018,36161.6211
1/23/2018,35868.1914
1/22/2018,35613.9688
1/19/2018,35339.1094
1/18/2018,35366.4492
1/17/2018,34753.8008
1/16/2018,34877.7109
1/15/2018,34687.2109
1/12/2018,34578.9883
1/11/2018,34471.4805
1/10/2018,34538.7813
1/9/2018,34431.6094
1/8/2018,34216.3281
1/5/2018,34021.2695
1/4/2018,33912.4883
1/3/2018,33929.6094
1/2/2018,33913.5508
1/1/2018,34059.9883
12/29/2017,33889.3906
12/28/2017,33928.8594
12/27/2017,34087.3203
12/26/2017,33980.7617
12/22/2017,33768.4688
12/21/2017,33826.25
12/20/2017,33928.5898
12/19/2017,33732.0781
12/18/2017,33364.5195
12/15/2017,33456.0195
12/14/2017,33114.6914
12/13/2017,33229.7305
12/12/2017,33426.5898
12/11/2017,33317.7188
12/8/2017,33034.1992
12/7/2017,32615.0508
12/6/2017,32798.5
12/5/2017,32814.0313
12/4/2017,32968.0195
12/1/2017,33247.6602
11/30/2017,33542.5
11/29/2017,33664.2695
11/28/2017,33726.6484
11/27/2017,33640.5117
11/24/2017,33670
11/23/2017,33575.9102
11/22/2017,33569.0703
11/21/2017,33438.2813
11/20/2017,33365.8398
11/17/2017,33388.4688
11/16/2017,32829.8203
11/15/2017,32944.9414
11/14/2017,32990.0313
11/13/2017,33397.4102
11/10/2017,33235.75
11/9/2017,33376.6211
11/8/2017,33417.3516
11/7/2017,33781.0117
11/6/2017,33710.1484
11/3/2017,33667.3398
11/2/2017,33615.8398
11/1/2017,33344.2305
10/31/2017,33254.9297
10/30/2017,33260.1016
10/27/2017,33228.3203
10/26/2017,33025.1719
10/25/2017,32995.2813
10/24/2017,32619.2598
10/23/2017,32411.8594
10/19/2017,32656.75
10/18/2017,32518.5605
10/17/2017,32654.4102
10/16/2017,32488.2305
10/13/2017,32247.7402
10/12/2017,31887.4707
10/11/2017,31975.5898
10/10/2017,31910.8203
10/9/2017,31862.1992
10/6/2017,31633.3398
10/5/2017,31725.8496
10/4/2017,31522.1699
10/3/2017,31537.8105
9/29/2017,31367.25
9/28/2017,31216.3594
9/27/2017,31785.2402
9/26/2017,31685.8105
9/25/2017,31986.4004
9/22/2017,32339.5
9/21/2017,32406.4199
9/20/2017,32467.0996
9/19/2017,32522.4395
9/18/2017,32361.3691
9/15/2017,32207.6309
9/14/2017,32289.2598
9/13/2017,32188.9492
9/12/2017,32029.1504
9/11/2017,31798.3105
9/8/2017,31694.1504
9/7/2017,31738.7402
9/6/2017,31713.5
9/5/2017,31755.1602
9/4/2017,31932.1992
9/1/2017,31769.3398
8/31/2017,31685.4395
8/30/2017,31534.5703
8/29/2017,31724.8398
8/28/2017,31756.8691
8/24/2017,31673.4395
8/23/2017,31407.4707
8/22/2017,31393.9297
8/21/2017,31609.9297
8/18/2017,31729.8809
8/17/2017,31919.1699
8/16/2017,31566.2402
8/14/2017,31299.5195
8/11/2017,31355.9199
8/10/2017,31750.7305
8/9/2017,31926.1406
8/8/2017,32341.0508
8/7/2017,32377.8008
8/4/2017,32191.1191
8/3/2017,32502.5508
8/2/2017,32641.5801
8/1/2017,32579.8008
7/31/2017,32412.1992
7/28/2017,32381.3594
7/27/2017,32519.4395
7/26/2017,32255.9902
7/25/2017,32350.7109
7/24/2017,32100.2207
7/21/2017,32035.8809
7/20/2017,32033.8203
7/19/2017,31882.8008
7/18/2017,31775.5391
7/17/2017,32053.9805
7/14/2017,32099.9297
7/13/2017,31896.2305
7/12/2017,31813.2402
7/11/2017,31789.5
7/10/2017,31510.6191
7/7/2017,31373.5195
7/6/2017,31298.4199
7/5/2017,31272.7207
7/4/2017,31331.2109
7/3/2017,31156.0391
6/30/2017,30824.9707
6/29/2017,30910.9707
6/28/2017,30988.8691
6/27/2017,31194.6797
6/23/2017,31352.5703
6/22/2017,31351.5293
6/21/2017,31302.1797
6/20/2017,31392.5293
6/19/2017,31168.9805
6/16/2017,31160.4707
6/15/2017,31222.8906
6/14/2017,31147.6895
6/13/2017,31091.0996
6/12/2017,31225.4297
6/9/2017,31196.8594
6/8/2017,31316.9102
6/7/2017,31252.7109
6/6/2017,31420.8496
6/5/2017,31274.7402
6/2/2017,31205.3691
6/1/2017,31117.0898
5/31/2017,31222.5098
5/30/2017,31111.7305
5/29/2017,30944.3809
5/26/2017,30765.7695
5/25/2017,30374.8105
5/24/2017,30446.7695
5/23/2017,30553.8906
5/22/2017,30638.8809
5/19/2017,30539.6504
5/18/2017,30466.8203
5/17/2017,30616.5293
5/16/2017,30391.4805
5/15/2017,30287.3691
5/12/2017,30285.6094
5/11/2017,30309.7109
5/10/2017,29988.7793
5/9/2017,29977.5
5/8/2017,29915.1191
5/5/2017,30142.1406
5/4/2017,30069.7207
5/3/2017,29984.9492
5/2/2017,30021.4902
4/28/2017,30064.5996
4/27/2017,30141.3906
4/26/2017,30030.1992
4/25/2017,29825.1406
4/24/2017,29407.6797
4/21/2017,29575.6602
4/20/2017,29358.5898
4/19/2017,29369.9004
4/18/2017,29487.7793
4/17/2017,29470.2695
4/13/2017,29637.1191
4/12/2017,29838.8203
4/11/2017,29630.0605
4/10/2017,29752.6191
4/7/2017,29850.7109
4/6/2017,29946.8906
4/5/2017,29996.0293
4/3/2017,29737.7305
3/31/2017,29633.9102
3/30/2017,29538.0293
3/29/2017,29463.0098
3/28/2017,29301.2207
3/27/2017,29395.6797
3/24/2017,29350.5996
3/23/2017,29201.0098
3/22/2017,29341.4102
3/21/2017,29525.8809
3/20/2017,29653.5391
3/17/2017,29755.7402
3/16/2017,29482.8301
3/15/2017,29452.8594
3/14/2017,29437.2305
3/10/2017,29006
3/9/2017,28909.6992
3/8/2017,29021.0605
3/7/2017,29092.1602
3/6/2017,28859.2109
3/3/2017,28827.5
3/2/2017,29117.3809
3/1/2017,28849.0391
2/28/2017,28825.1895
2/27/2017,28910.5
2/23/2017,28927.6699
2/22/2017,28822.4004
2/21/2017,28716.6992
2/20/2017,28481.9102
2/17/2017,28670.4297
2/16/2017,28223.8496
2/15/2017,28270.1094
2/14/2017,28386.1191
2/13/2017,28450.4199
2/10/2017,28367.1699
2/9/2017,28349.2207
2/8/2017,28386.0801
2/7/2017,28443.2305
2/6/2017,28340.3906
2/3/2017,28270.6699
2/2/2017,28167.8301
2/1/2017,27669.0801
1/31/2017,27867.9199
1/30/2017,27866.8008
1/27/2017,27761.0293
1/25/2017,27462.8301
1/24/2017,27170.8809
1/23/2017,26990.9297
1/20/2017,27232.6895
1/19/2017,27253.3398
1/18/2017,27261.7598
1/17/2017,27331.8203
1/16/2017,27238.3496
1/13/2017,27378.0098
1/12/2017,27171.6602
1/11/2017,26978.4395
1/10/2017,26811.6309
1/9/2017,26860.8105
1/6/2017,26929.6895
1/5/2017,26738.4199
1/4/2017,26677.2207
1/3/2017,26616.9199
1/2/2017,26711.1504
12/30/2016,26441.5098
12/29/2016,26429.4102
12/28/2016,26243.1895
12/27/2016,25815.4297
12/26/2016,25992.4102
12/23/2016,25959.9902
12/22/2016,26224.0703
12/21/2016,26368.8809
12/20/2016,26374.5898
12/19/2016,26505.6602
12/16/2016,26548.6699
12/15/2016,26497.7109
12/14/2016,26707.9102
12/13/2016,26607.6504
12/12/2016,26725.3105
12/9/2016,26787.1406
12/8/2016,26366.5195
12/7/2016,26456.2109
12/6/2016,26403.6191
12/5/2016,26253.4805
12/2/2016,26437.3691
12/1/2016,26756.6602
11/30/2016,26441.0195
11/29/2016,26408.6191
11/28/2016,26303.5195
11/25/2016,25953.2402
11/24/2016,26049.1406
11/23/2016,26101.3301
11/22/2016,25928.1602
11/21/2016,26246.6992
11/18/2016,26270.1992
11/17/2016,26304.9004
11/16/2016,26508.9395
11/15/2016,26809.6094
11/11/2016,27344.8496
11/10/2016,27605.0508
11/9/2016,26251.3809
11/8/2016,27537.2598
11/7/2016,27552.2695
11/4/2016,27465.5508
11/3/2016,27518.0605
11/2/2016,27679.3203
11/1/2016,27966.1797
10/28/2016,27983.1406
10/27/2016,27808.6309
10/26/2016,28050.5508
10/25/2016,28159.0898
10/24/2016,28156.5898
10/21/2016,28163.4102
10/20/2016,28031.5703
10/19/2016,28112.3594
10/18/2016,27656.8906
10/17/2016,27776.1406
10/14/2016,27712.2207
10/13/2016,28042.6191
10/10/2016,28144.2793
10/7/2016,28129.2207
10/6/2016,28298.3496
10/5/2016,28425.7402
10/4/2016,28377.6406
10/3/2016,27997.2891
9/30/2016,27807.8203
9/29/2016,28423.1406
9/28/2016,28198.8809
9/27/2016,28373.0195
9/26/2016,28630.9199
9/23/2016,28810.3203
9/22/2016,28766.9395
9/21/2016,28554.3809
9/20/2016,28690.6602
9/19/2016,28626.5996
9/16/2016,28520.3008
9/15/2016,28398.3301
9/14/2016,28345.4902
9/12/2016,28481.0898
9/9/2016,29062.9004
9/8/2016,28929.4609
9/7/2016,29035.6699
9/6/2016,28631.2695
9/2/2016,28498.7207
9/1/2016,28459.0898
8/31/2016,28372.25
8/30/2016,28012.4609
8/29/2016,27827.2598
8/26/2016,27882.75
8/25/2016,28103.5996
8/24/2016,28065.25
8/23/2016,28012.5605
8/22/2016,28088.0703
8/19/2016,28167.6602
8/18/2016,28077.6406
8/17/2016,28061.7891
8/16/2016,28190.0391
8/12/2016,27919.9492
8/11/2016,27805.9395
8/10/2016,28133.3594
8/9/2016,28289.2207
8/8/2016,28181.9199
8/5/2016,27810.5508
8/4/2016,27899.8809
8/3/2016,28008.5195
8/2/2016,28069.1191
8/1/2016,28083.0801
7/29/2016,28232.8691
7/28/2016,28108.7793
7/27/2016,27976.1406
7/26/2016,28121.3691
7/25/2016,27753.9609
7/22/2016,27721.7207
7/21/2016,27980.0703
